timeframe,direction,horizon_bars,conditions,discovery_samples,discovery_hit_rate,discovery_lift,validation_samples,validation_hit_rate,validation_lift,validation_wilson95_lower,oos_samples,oos_hit_rate,oos_lift,oos_wilson95_lower,all_samples,all_hit_rate,all_lift,all_wilson95_lower
h4,bull,1,macd_bull+price200_cross_up,983,0.07324517,1.46932285,239,0.05020921,0.96362294,0.02895191,160,0.04375000,1.37551966,0.02135161,1382,0.06584660,1.37161403,0.05393699
h4,bull,1,price20_cross_up+breakout20_up,151,0.07284768,1.46134915,43,0.13953488,2.67797538,0.06555723,24,0.04166667,1.31001873,0.00739346,218,0.08256881,1.71994508,0.05286512
h4,bull,1,volatility+bb_expand,7176,0.07274247,1.45923866,1540,0.08831169,1.69489177,0.07514505,1214,0.05189456,1.63158840,0.04077028,9930,0.07260826,1.51246239,0.06766799
h4,bull,1,price200_cross_up+body_expand,770,0.07272727,1.45893369,195,0.05128205,0.98421317,0.02809074,122,0.00819672,0.25770860,0.00144839,1087,0.06163753,1.28393733,0.04882632
h4,bull,1,rsi_up1+breakout20_up,3111,0.07264545,1.45729234,799,0.06758448,1.29709195,0.05216622,594,0.04545455,1.42911134,0.03142459,4504,0.06816163,1.41983724,0.06116338
h4,bull,1,volatility+macd_cross_up,1035,0.07246377,1.45364770,225,0.06666667,1.27947712,0.04081366,154,0.01298701,0.40831753,0.00356876,1414,0.06506365,1.35530483,0.05335017
h4,bull,1,adx25+price200_cross_up,504,0.07142857,1.43288131,122,0.07377049,1.41581485,0.03929381,112,0.02678571,0.84215490,0.00915082,738,0.06504065,1.35482576,0.04940540
h4,bull,1,rsi_up1+price200_cross_up,1263,0.07125891,1.42947779,347,0.05187320,0.99555857,0.03306095,209,0.02870813,0.90259663,0.01322222,1819,0.06267180,1.30548150,0.05242890
h4,bull,1,body_bull+breakout20_up,3053,0.07107763,1.42584127,715,0.06713287,1.28842452,0.05100641,578,0.04152249,1.30548579,0.02805944,4346,0.06649793,1.38518152,0.05946676
h4,bull,1,price200_cross_up+bb_expand,394,0.07106599,1.42560780,120,0.05833333,1.11954248,0.02854101,84,0.04761905,1.49716426,0.01867175,598,0.06521739,1.35850735,0.04807206
h4,bull,1,adx_rising+rsi_cross55_up,1281,0.07103825,1.42505135,304,0.07894737,1.51517028,0.05362394,184,0.05434783,1.70872008,0.02978526,1769,0.07066139,1.47190828,0.05962683
h4,bull,1,body_bull+price200_cross_up,944,0.07097458,1.42377401,254,0.05118110,0.98227574,0.03015126,139,0.02877698,0.90476113,0.01124651,1337,0.06282723,1.30871912,0.05103143
h4,bull,1,volatility+adx_up3,5205,0.07089337,1.42214502,1109,0.09197475,1.76519387,0.07634581,1092,0.06684982,2.10178829,0.05350279,7406,0.07345396,1.53007867,0.06773100
h4,bull,1,trend_bull+breakout20_up,2893,0.07086070,1.42148958,752,0.06515957,1.25055277,0.04963629,552,0.01992754,0.62653070,0.01116296,4197,0.06314034,1.31524141,0.05617419
h4,bull,1,rsi_up1+atr_expand,1669,0.07070102,1.41828635,315,0.08571429,1.64504202,0.05957534,235,0.05531915,1.73925891,0.03261041,2219,0.07120324,1.48319534,0.06122798
h4,bull,1,breakout20_up+body_expand,2421,0.07063197,1.41690122,610,0.06065574,1.16411443,0.04432318,499,0.03807615,1.19713134,0.02450940,3530,0.06430595,1.33952160,0.05667816
h4,bull,1,price20_bull+price200_cross_up,1191,0.07052897,1.41483494,289,0.05190311,0.99613271,0.03170301,198,0.04040404,1.27032119,0.02061317,1678,0.06376639,1.32828231,0.05304302
h4,bull,1,ema20_rising+price200_cross_up,1191,0.07052897,1.41483494,289,0.05190311,0.99613271,0.03170301,198,0.04040404,1.27032119,0.02061317,1678,0.06376639,1.32828231,0.05304302
h4,bull,1,adx_cross25_up+breakout20_up,213,0.07042254,1.41269988,52,0.07692308,1.47631976,0.03031935,32,0.06250000,1.96502809,0.01731057,297,0.07070707,1.47285982,0.04670871
h4,bull,1,price200_bull+atr_expand,2609,0.07014182,1.40706857,454,0.08370044,1.60639198,0.06158677,375,0.03733333,1.17377678,0.02236677,3438,0.06835369,1.42383793,0.06039109
h4,bull,1,ema200_rising+atr_expand,2609,0.07014182,1.40706857,454,0.08370044,1.60639198,0.06158677,375,0.03733333,1.17377678,0.02236677,3438,0.06835369,1.42383793,0.06039109
h4,bull,1,di_bull+price200_cross_up,942,0.07006369,1.40550141,218,0.05504587,1.05644900,0.03176558,139,0.03597122,1.13095142,0.01546084,1299,0.06389530,1.33096768,0.05183903
h4,bull,1,bb_bull+price200_cross_up,1123,0.06945681,1.39332715,280,0.05000000,0.95960784,0.03001442,187,0.03743316,1.17691522,0.01824886,1590,0.06226415,1.29699003,0.05140962
h4,bull,1,volatility+rsi_up1,6002,0.06931023,1.39038666,1298,0.06702619,1.28637723,0.05465991,974,0.04209446,1.32346861,0.03117944,8274,0.06574813,1.36956280,0.06060681
h4,bull,1,bb_upper+rsi_cross55_up,1965,0.06921120,1.38840000,498,0.06827309,1.31030790,0.04926523,322,0.04037267,1.26933492,0.02374339,2785,0.06570916,1.36875103,0.05709211
h4,bull,1,volatility+breakout20_up,1720,0.06918605,1.38789550,384,0.08593750,1.64932598,0.06184546,274,0.03649635,1.14746166,0.01994279,2378,0.06812447,1.41906318,0.05867842
h4,bull,1,adx25+bb_expand,8825,0.06900850,1.38433383,1909,0.06181247,1.18631457,0.05186490,1557,0.03468208,1.09042021,0.02667804,12291,0.06354243,1.32361714,0.05936480
h4,bull,1,volatility+di_cross_up,1108,0.06859206,1.37597988,258,0.06589147,1.26459948,0.04154292,147,0.02040816,0.64164183,0.00696451,1513,0.06345010,1.32169386,0.05223836
h4,bull,1,rsi60+rsi_cross50_up,175,0.06857143,1.37556605,49,0.10204082,1.95838335,0.04437955,24,0.04166667,1.31001873,0.00739346,248,0.07258065,1.51188721,0.04640076
h4,bull,1,rsi_up1+bb_expand,4039,0.06808616,1.36583140,1063,0.05832549,1.11939203,0.04576323,776,0.03737113,1.17496525,0.02614439,5878,0.06226608,1.29703015,0.05637006
h4,bull,1,di_strong_bull+rsi_up1,6199,0.06807550,1.36561748,1538,0.05981795,1.14803539,0.04902673,980,0.04183673,1.31536574,0.03098763,8717,0.06366869,1.32624728,0.05873285
h4,bull,1,di_spread_up3+breakout20_up,3498,0.06775300,1.35914814,843,0.06642942,1.27492382,0.05150865,689,0.04644412,1.46022407,0.03308834,5030,0.06461233,1.34590357,0.05814518
h4,bull,3,adx_cross25_up+atr_expand,196,0.24489796,1.52550540,38,0.07894737,0.48025907,0.02721460,38,0.21052632,1.74701879,0.11074792,272,0.21691176,1.38825986,0.17205780
h4,bull,3,adx_up3+atr_expand,1626,0.22755228,1.41745659,337,0.19584570,1.19138452,0.15700375,330,0.19090909,1.58422841,0.15215703,2293,0.21761884,1.39278522,0.20120966
h4,bull,3,adx25+volatility,13559,0.20768493,1.29369999,2791,0.21390183,1.30122504,0.19908747,2339,0.16460026,1.36590877,0.15012466,18689,0.20322115,1.30063835,0.19751330
h4,bull,3,adx25+atr_expand,2444,0.20621931,1.28457043,473,0.19450317,1.18321755,0.16135230,347,0.12680115,1.05223898,0.09582989,3264,0.19607843,1.25492417,0.18281847
h4,bull,3,volatility+atr_expand,2864,0.20076816,1.25061437,605,0.24462810,1.48814160,0.21205617,491,0.16293279,1.35207157,0.13290576,3960,0.20277778,1.29780074,0.19054581
h4,bull,3,adx_rising+atr_expand,3127,0.19763351,1.23108823,620,0.21129032,1.28533852,0.18098496,565,0.16283186,1.35123400,0.13468258,4312,0.19503711,1.24825956,0.18348422
h4,bull,3,adx25+breakout20_up,2351,0.19608677,1.22145334,527,0.17836812,1.08506350,0.14804667,366,0.10928962,0.90692232,0.08129205,3244,0.18341554,1.17388020,0.17047499
h4,bull,3,trend_bull+breakout20_up,2893,0.19599032,1.22085254,752,0.16223404,0.98691536,0.13761228,552,0.11775362,0.97715951,0.09347039,4197,0.17965213,1.14979399,0.16833237
h4,bull,3,volatility+adx_up3,5205,0.19442843,1.21112331,1109,0.23895401,1.45362453,0.21478395,1092,0.18589744,1.54263999,0.16393922,7406,0.19983797,1.27898563,0.19088743
h4,bull,3,atr_expand+bb_expand,2638,0.19332828,1.20427028,511,0.19569472,1.19046606,0.16362035,470,0.17021277,1.41248328,0.13894242,3619,0.19066040,1.22024817,0.17819278
h4,bull,3,rsi_cross55_up+breakout20_up,547,0.18829982,1.17294725,136,0.16911765,1.02879026,0.11541666,102,0.17647059,1.46441281,0.11464315,785,0.18343949,1.17403351,0.15792901
h4,bull,3,adx_up3+breakout20_up,1575,0.18603175,1.15881911,383,0.17493473,1.06417719,0.14016683,266,0.11654135,0.96709969,0.08332819,2224,0.17580935,1.12519977,0.16055179
h4,bull,3,adx25+body_bull,5348,0.18380703,1.14496103,1181,0.17696867,1.07655025,0.15626004,971,0.14418126,1.19646498,0.12348796,7500,0.17760000,1.13666011,0.16911640
h4,bull,3,macd_rising+volatility,12514,0.18379415,1.14488079,2729,0.21399780,1.30180888,0.19901807,2101,0.15992385,1.32710233,0.14487356,17344,0.18565498,1.18821291,0.17993811
h4,bull,3,volatility+macd_accel_up,12514,0.18379415,1.14488079,2729,0.21399780,1.30180888,0.19901807,2101,0.15992385,1.32710233,0.14487356,17344,0.18565498,1.18821291,0.17993811
h4,bull,3,trend_bull+volatility+body_bull,1653,0.18330309,1.14182188,377,0.18302387,1.11338575,0.14725374,288,0.15277778,1.26780183,0.11581939,2318,0.17946506,1.14859668,0.16437754
h4,bull,3,volatility,24772,0.18286775,1.13911013,5376,0.20238095,1.23114031,0.19185528,3939,0.15003808,1.24506690,0.13922719,34087,0.18215155,1.16579057,0.17809006
h4,bull,3,body_bull+breakout20_up,3053,0.18244350,1.13646738,715,0.16783217,1.02097033,0.14223004,578,0.14186851,1.17727304,0.11578373,4346,0.17464335,1.11773722,0.16364445
h4,bull,3,adx25+bb_expand,8825,0.18209632,1.13430474,1909,0.18438973,1.12169466,0.16763326,1557,0.12138728,1.00731286,0.10609087,12291,0.17476202,1.11849673,0.16815013
h4,bull,3,rsi_up1+adx_up3,2626,0.18202589,1.13386607,672,0.21875000,1.33071784,0.18914066,560,0.15714286,1.30402474,0.12934848,3858,0.18481078,1.18280994,0.17287854
h4,bull,3,volatility+bb_expand,7176,0.18199554,1.13367699,1540,0.22337662,1.35886289,0.20327711,1214,0.14991763,1.24406734,0.13094173,9930,0.18449144,1.18076611,0.17698480
h4,bull,3,volatility+body_bull,4413,0.18150918,1.13064736,915,0.20765027,1.26319507,0.18261682,702,0.15954416,1.32395156,0.13431936,6030,0.18291874,1.17070065,0.17336385
h4,bull,3,adx_up3+body_expand,3646,0.18129457,1.12931054,874,0.18878719,1.14844560,0.16422555,737,0.18046133,1.49752934,0.15437619,5257,0.18242344,1.16753065,0.17221697
h4,bull,3,adx_up3+bb_expand,8301,0.18082159,1.12636426,1996,0.18436874,1.12156694,0.16796845,1574,0.13405337,1.11242032,0.11810944,11871,0.17521692,1.12140810,0.16848376
h4,bull,3,trend_bull+body_bull,4901,0.18077943,1.12610167,1341,0.14988814,0.91181177,0.13178396,1014,0.11439842,0.94931692,0.09624558,7256,0.16579383,1.06109926,0.15741413
h4,bull,3,volatility+macd_cross_up,1035,0.18067633,1.12545942,225,0.19111111,1.16258269,0.14509200,154,0.14285714,1.18547704,0.09627119,1414,0.17821782,1.14061424,0.15915063
h4,bull,3,adx_rising+volatility,12036,0.18062479,1.12513840,2669,0.22218059,1.35158709,0.20681490,2084,0.16986564,1.40960273,0.15435418,16789,0.18589553,1.18975242,0.18008311
h4,bull,3,di_strong_bull+body_bull,5596,0.18030736,1.12316108,1292,0.16408669,0.99818552,0.14489332,897,0.11705686,0.97137751,0.09763274,7785,0.17032755,1.09011563,0.16214008
h4,bull,3,trend_bull+atr_expand,2039,0.17999019,1.12118537,334,0.21257485,1.29315266,0.17209412,293,0.13310580,1.10455710,0.09892053,2666,0.17891973,1.14510653,0.16483562
h4,bull,3,price200_bull+breakout20_up,4235,0.17874852,1.11345085,1082,0.16173752,0.98389489,0.14100073,799,0.11764706,0.97627521,0.09711493,6116,0.16775670,1.07366190,0.15860148
h4,bull,3,ema200_rising+breakout20_up,4235,0.17874852,1.11345085,1082,0.16173752,0.98389489,0.14100073,799,0.11764706,0.97627521,0.09711493,6116,0.16775670,1.07366190,0.15860148
h4,bull,3,adx_rising+breakout20_up,4122,0.17831150,1.11072855,1002,0.16267465,0.98959570,0.14111842,697,0.12912482,1.07152157,0.10624776,5821,0.16973029,1.08629306,0.16030523
h4,bull,3,volatility+body_expand,7611,0.17829457,1.11062312,1669,0.20671061,1.25747881,0.18796723,1204,0.15614618,1.29575397,0.13673943,10484,0.18027470,1.15377852,0.17303378
h4,bull,3,atr_expand,4895,0.17793667,1.10839369,940,0.20212766,1.22959946,0.17769140,740,0.15405405,1.27839281,0.12983646,6575,0.17870722,1.14374647,0.16963544
h4,bull,3,di_strong_bull+breakout20_up,4648,0.17771084,1.10698698,1121,0.16057092,0.97679811,0.14024385,789,0.12294043,1.02020141,0.10183758,6558,0.16819152,1.07644479,0.15933368
h4,bull,3,adx25+di_cross_up,681,0.17767988,1.10679412,154,0.16883117,1.02704753,0.11789803,106,0.09433962,0.78286219,0.05205250,941,0.16684378,1.06781911,0.14438659
h4,bull,3,volatility+rsi_up1,6002,0.17727424,1.10426732,1298,0.21032357,1.27945752,0.18902389,974,0.16119097,1.33761731,0.13943650,8274,0.18056563,1.15564046,0.17242617
h4,bull,3,body_bull+adx_up3,2048,0.17724609,1.10409199,501,0.19960080,1.21422785,0.16694553,408,0.15686275,1.30170028,0.12479480,2957,0.17822117,1.14063567,0.16484762
h4,bull,3,trend_bull+volatility,9265,0.17722612,1.10396756,2286,0.16754156,1.01920246,0.15279277,1512,0.13690476,1.13608216,0.12049594,13063,0.17086427,1.09355070,0.16450672
h4,bull,3,volatility+di_cross_up,1108,0.17689531,1.10190688,258,0.17829457,1.08461609,0.13641333,147,0.13605442,1.12902575,0.08983087,1513,0.17316590,1.10828134,0.15493338
h4,bull,3,macd_bull+volatility,12084,0.17676266,1.10108061,2542,0.20692368,1.25877502,0.19162367,1928,0.14315353,1.18793653,0.12822938,16554,0.17747976,1.13589058,0.17173450
h4,bull,6,adx_cross25_up+atr_expand,196,0.40306122,1.37820991,38,0.23684211,0.83599370,0.12993707,38,0.23684211,1.02812842,0.12993707,272,0.35661765,1.25932034,0.30205239
h4,bull,6,adx_up3+atr_expand,1626,0.39360394,1.34587207,337,0.37685460,1.33020296,0.32677757,330,0.26969697,1.17075095,0.22466669,2293,0.37331007,1.31826614,0.35374003
h4,bull,6,adx25+atr_expand,2444,0.36333879,1.24238475,473,0.33615222,1.18653369,0.29505189,347,0.21613833,0.93825360,0.17606407,3264,0.34375000,1.21388095,0.32764817
h4,bull,6,adx_rising+atr_expand,3127,0.35881036,1.22690044,620,0.38064516,1.34358270,0.34327163,565,0.25132743,1.09100904,0.21732059,4312,0.34786642,1.22841722,0.33379132
h4,bull,6,breakout20_up+atr_expand+bb_expand,544,0.35477941,1.21311719,115,0.36521739,1.28912651,0.28289758,74,0.22972973,0.99725369,0.14867187,733,0.34379263,1.21403150,0.31030241
h4,bull,6,atr_expand+bb_expand,2638,0.35443518,1.21194013,511,0.36007828,1.27098672,0.31964496,470,0.26382979,1.14528159,0.22601727,3619,0.34346505,1.21287469,0.32816714
h4,bull,6,volatility+atr_expand,2864,0.35335196,1.20823621,605,0.39504132,1.39439757,0.35686677,491,0.26476578,1.14934474,0.22767508,3960,0.34873737,1.23149281,0.33404723
h4,bull,6,trend_bull+atr_expand,2039,0.34968122,1.19568464,334,0.32934132,1.16249290,0.28112951,293,0.26279863,1.14080537,0.21570280,2666,0.33758440,1.19210841,0.31987907
h4,bull,6,price200_bull+atr_expand,2609,0.34725949,1.18740389,454,0.34581498,1.22064082,0.30352194,375,0.25066667,1.08814066,0.20947969,3438,0.33653287,1.18839516,0.32092811
h4,bull,6,ema200_rising+atr_expand,2609,0.34725949,1.18740389,454,0.34581498,1.22064082,0.30352194,375,0.25066667,1.08814066,0.20947969,3438,0.33653287,1.18839516,0.32092811
h4,bull,6,rsi_up1+atr_expand,1669,0.34631516,1.18417489,315,0.35238095,1.24381708,0.30169368,235,0.24680851,1.07139245,0.19604966,2219,0.33663813,1.18876686,0.31727347
h4,bull,6,adx25+volatility,13559,0.34604322,1.18324503,2791,0.35077033,1.23813199,0.33328213,2339,0.28345447,1.23047206,0.26555703,18689,0.33891594,1.19681048,0.33216342
h4,bull,6,breakout20_up+atr_expand,738,0.34552846,1.18148488,143,0.36363636,1.28354588,0.28931652,93,0.22580645,0.98022279,0.15270154,974,0.33675565,1.18918186,0.30776844
h4,bull,6,price200_cross_up+atr_expand,197,0.34517766,1.18028540,44,0.38636364,1.36376750,0.25721203,25,0.28000000,1.21547626,0.14283854,266,0.34586466,1.22134843,0.29126459
h4,bull,6,rsi_cross55_up+breakout20_up,547,0.34369287,1.17520836,136,0.33088235,1.16793237,0.25740351,102,0.29411765,1.27676078,0.21446358,785,0.33503185,1.18309462,0.30288745
h4,bull,6,atr_expand,4895,0.34075587,1.16516572,940,0.35106383,1.23916796,0.32121360,740,0.25810811,1.12044385,0.22788553,6575,0.33292776,1.17566447,0.32163723
h4,bull,6,body_bull+atr_expand,1073,0.33457596,1.14403438,214,0.35046729,1.23706233,0.28969124,154,0.20779221,0.90202320,0.15121020,1441,0.32338654,1.14197165,0.29973198
h4,bull,6,macd_rising+atr_expand,2308,0.33362218,1.14077309,461,0.35791757,1.26335996,0.31549639,307,0.25407166,1.10292169,0.20862003,3076,0.32932380,1.16293784,0.31293746
h4,bull,6,macd_accel_up+atr_expand,2308,0.33362218,1.14077309,461,0.35791757,1.26335996,0.31549639,307,0.25407166,1.10292169,0.20862003,3076,0.32932380,1.16293784,0.31293746
h4,bull,6,volatility+price200_cross_up,588,0.33163265,1.13397018,155,0.34838710,1.22971976,0.27786754,88,0.28409091,1.23323485,0.20044769,831,0.32972323,1.16434834,0.29860760
h4,bull,6,rsi_up3+atr_expand,1793,0.32961517,1.12707168,386,0.34974093,1.23449847,0.30385926,234,0.25641026,1.11307350,0.20471220,2413,0.32573560,1.15026687,0.30732645
h4,bull,6,di_cross_up+atr_expand,338,0.32840237,1.12292468,67,0.29850746,1.05365707,0.20231511,38,0.31578947,1.37083789,0.19084604,443,0.32279910,1.13989723,0.28094500
h4,bull,6,price20_cross_up+atr_expand,418,0.32775120,1.12069809,87,0.33333333,1.17658372,0.24318610,45,0.26666667,1.15759644,0.15964904,550,0.32363636,1.14285386,0.28587548
h4,bull,6,trend_bull+breakout20_up,2893,0.32734186,1.11929843,752,0.29255319,1.03263997,0.26115776,552,0.23188406,1.00660560,0.19860313,4197,0.30855373,1.08959271,0.29476001
h4,bull,6,volatility+di_cross_up,1108,0.32581227,1.11406823,258,0.30232558,1.06713408,0.24952220,147,0.25850340,1.12215982,0.19451586,1513,0.31526768,1.11330162,0.29234903
h4,bull,6,rsi_cross50_up+breakout20_up,188,0.32446809,1.10947197,47,0.38297872,1.35181960,0.25790681,27,0.25925926,1.12544099,0.13170375,262,0.32824427,1.15912574,0.27422462
h4,bull,6,rsi_cross55_up+bb_expand,444,0.32432432,1.10898040,116,0.30172414,1.06501113,0.22565495,65,0.30769231,1.33568820,0.20887031,625,0.31840000,1.12436275,0.28308178
h4,bull,6,volatility+adx_up3,5205,0.32411143,1.10825244,1109,0.39495041,1.39407666,0.36658983,1092,0.29853480,1.29593558,0.27213773,7406,0.33094788,1.16867295,0.32032112
h4,bull,6,di_cross_up+breakout20_up,466,0.32403433,1.10798882,124,0.32258065,1.13862941,0.24670399,123,0.18699187,0.81172921,0.12795837,713,0.30014025,1.05988228,0.26764328
h4,bull,6,macd_rising+volatility,12514,0.32395717,1.10772496,2729,0.34334921,1.21193728,0.32576575,2101,0.28177059,1.22316235,0.26294631,17344,0.32189806,1.13671542,0.31498503
h4,bull,6,volatility+macd_accel_up,12514,0.32395717,1.10772496,2729,0.34334921,1.21193728,0.32576575,2101,0.28177059,1.22316235,0.26294631,17344,0.32189806,1.13671542,0.31498503
h4,bull,6,adx25+price200_cross_up,504,0.32341270,1.10586322,122,0.28688525,1.01263353,0.21409749,112,0.25892857,1.12400547,0.18675389,738,0.30758808,1.08618271,0.27536021
h4,bull,6,adx_up3+price200_cross_up,198,0.32323232,1.10524646,54,0.14814815,0.52292610,0.07703063,44,0.25000000,1.08524666,0.14574214,296,0.28040541,0.99019281,0.23229703
h4,bull,6,volatility+rsi_up1,6002,0.32322559,1.10522344,1298,0.34283513,1.21012271,0.31751081,974,0.28644764,1.24346538,0.25893746,8274,0.32197244,1.13697808,0.31198952
h4,bull,6,rsi60+atr_expand,1493,0.32283992,1.10390469,281,0.34163701,1.20589364,0.28865544,211,0.20379147,0.88465605,0.15496443,1985,0.31284635,1.10475119,0.29282762
h4,bull,12,adx_cross25_up+atr_expand,196,0.51530612,1.16352787,38,0.36842105,0.86674805,0.23384219,38,0.26315789,0.69025911,0.14971621,272,0.45955882,1.06338483,0.40130771
h4,bull,12,adx_up3+atr_expand,1626,0.51414514,1.16090645,337,0.53709199,1.26356361,0.48373721,330,0.40303030,1.05714229,0.35151767,2293,0.50152638,1.16049464,0.48107584
h4,bull,12,adx25+volatility,13559,0.49067040,1.10790201,2791,0.47689000,1.12193231,0.45840455,2339,0.42283027,1.10907730,0.40295265,18689,0.48012200,1.11096648,0.47296404
h4,bull,12,adx25+atr_expand,2444,0.48854337,1.10309931,473,0.43974630,1.03454796,0.39567836,347,0.35446686,0.92976112,0.30598087,3264,0.46721814,1.08110791,0.45015048
h4,bear,1,breakout20_down+atr_expand+bb_expand,602,0.12624585,2.33016696,107,0.14018692,2.39258855,0.08683229,125,0.15200000,3.51509421,0.09952083,834,0.13189448,2.46120290,0.11060795
h4,bear,1,adx_up3+price200_cross_down,223,0.12107623,2.23474946,49,0.10204082,1.74154405,0.04437955,58,0.12068966,2.79102308,0.05970966,330,0.11818182,2.20531916,0.08766851
